uid,Date,TrainLoc,Protocol,TrainTeam,Rainfall,Temp,Paid,Team,Self,People,Assign,TranTrai,Coord,Upload,Time,Bulk,Complex,Task,WQO,WQC,WQM,created,Latest,ToNow,ActivePeriod,Years,TeamPoints,Blog,Comment,Invite,InviteAccepted,Pres,Quiz,Sample,Share,Points,BlogTime,CommTime,InvTime,InviteATime,PresTime,QuizTime,SampTime,ShareTime,PointsTime,BlogTimeZ,CommTimeZ,InvTimeZ,InviteATimeZ,PresTimeZ,QuizTimeZ,SampTimeZ,ShareTimeZ,PointsTimeZ,BlogTimeZZ
4688,3/25/2014,Biggs 2014 Wimbledon Short Duration CSL Training Team 1,London,6,0.00945,6.63486,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,19/03/2014,10/07/2014,1158.00,113,0.31,0.151195833,0,0,0,0,0,2,0,0,36,0,0,0,0,0,0.0121,0,0,0.2176,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,1.6144,-0.1023,-0.0252,0.0034,-0.0683
4708,3/25/2014,Biggs 2014 Wimbledon Short Duration CSL Training Team 1,London,6,0.00945,6.63486,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,21/03/2014,21/03/2014,1156.00,0,0,0.151195833,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0.0061,0,0,0.0484,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1071,-0.0683
4709,3/25/2014,Biggs 2014 Wimbledon Short Duration CSL Training Team 1,London,6,0.00945,6.63486,1,0,1,1,0,0,0,1,2,2,2,2,3,3,3,21/03/2014,01/04/2014,1156.00,11,0.03,0.151195833,0,0,0,0,0,2,1,0,52,0,0,0,0,0,0.0121,0.0061,0,0.3149,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,1.6144,-0.0178,-0.0252,0.0665,-0.0683
4711,3/25/2014,Biggs 2014 Wimbledon Short Duration CSL Training Team 1,London,6,0.00945,6.63486,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,21/03/2014,21/03/2014,1156.00,0,0,0.151195833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
4716,3/25/2014,Biggs 2014 Wimbledon Short Duration CSL Training Team 1,London,6,0.00945,6.63486,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,21/03/2014,22/07/2014,1156.00,123,0.34,0.151195833,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0.0061,0,0,0.0848,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.0834,-0.0683
4805,3/25/2014,Biggs 2014 Wimbledon Short Duration CSL Training Team 1,London,6,0.00945,6.63486,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,26/03/2014,20/06/2014,1151.00,86,0.24,0.151195833,0,0,0,0,0,2,0,0,36,0,0,0,0,0,0.0122,0,0,0.2189,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,1.6144,-0.1023,-0.0252,0.0034,-0.0683
4721,3/28/2014,Rocha 2014 Buenos Aires Short Duration CSL Training Team 1,Buenos Aires,14,0,25.80907,0,1,0,1,1,0,0,1,10,11,13,10,4,4,4,21/03/2014,19/05/2014,1156.00,59,0.16,0.121107266,0,0,0,0,0,0,3,0,60,0,0,0,0,0,0,0.0182,0,0.3633,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,0.151,-0.0252,0.0981,-0.0683
4722,3/28/2014,Rocha 2014 Buenos Aires Short Duration CSL Training Team 1,Buenos Aires,14,0,25.80907,0,1,0,1,1,0,0,1,10,11,13,10,3,3,3,21/03/2014,13/03/2015,1156.00,357,0.98,0.121107266,0,0,1,0,0,0,12,0,245,0,0,0.0061,0,0,0,0.0727,0,1.4836,-0.0609,-0.0658,1.1647,-0.0357,-0.0603,-0.876,0.9107,-0.0252,0.8283,-0.0683
4723,3/28/2014,Rocha 2014 Buenos Aires Short Duration CSL Training Team 1,Buenos Aires,14,0,25.80907,0,1,0,1,1,0,0,1,10,11,13,10,3,3,3,21/03/2014,13/12/2016,1156.00,998,2.73,0.121107266,0,0,0,0,0,3,27,0,579,0,0,0,0,0,0.0182,0.1635,0,3.5061,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,2.8596,2.177,-0.0252,2.1466,-0.0683
4724,3/28/2014,Rocha 2014 Buenos Aires Short Duration CSL Training Team 1,Buenos Aires,14,0,25.80907,0,1,0,1,1,0,0,1,10,11,13,10,NA,NA,NA,21/03/2014,25/03/2014,1156.00,4,0.01,0.121107266,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0.0061,0,0,0.0363,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.115,-0.0683
4726,3/28/2014,Rocha 2014 Buenos Aires Short Duration CSL Training Team 1,Buenos Aires,14,0,25.80907,0,1,0,1,1,0,0,1,10,11,13,10,3,3,3,21/03/2014,22/07/2014,1156.00,123,0.34,0.121107266,0,0,0,0,0,1,1,0,28,0,0,0,0,0,0.0061,0.0061,0,0.1696,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.0178,-0.0252,-0.0282,-0.0683
4727,3/28/2014,Rocha 2014 Buenos Aires Short Duration CSL Training Team 1,Buenos Aires,14,0,25.80907,0,1,0,1,1,0,0,1,10,11,13,10,NA,NA,NA,21/03/2014,25/03/2014,1156.00,4,0.01,0.121107266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
4728,3/28/2014,Rocha 2014 Buenos Aires Short Duration CSL Training Team 1,Buenos Aires,14,0,25.80907,0,1,0,1,1,0,0,1,10,11,13,10,NA,NA,NA,21/03/2014,31/03/2014,1156.00,10,0.03,0.121107266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
4729,3/28/2014,Rocha 2014 Buenos Aires Short Duration CSL Training Team 1,Buenos Aires,14,0,25.80907,0,1,0,1,1,0,0,1,10,11,13,10,3,3,3,21/03/2014,18/12/2014,1156.00,272,0.75,0.121107266,0,0,0,0,0,1,2,0,48,0,0,0,0,0,0.0061,0.0121,0,0.2907,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,0.0666,-0.0252,0.0508,-0.0683
4730,3/28/2014,Rocha 2014 Buenos Aires Short Duration CSL Training Team 1,Buenos Aires,14,0,25.80907,0,1,0,1,1,0,0,1,10,11,13,10,3,3,3,21/03/2014,29/04/2016,1156.00,770,2.11,0.121107266,0,1,0,0,0,2,4,0,122,0,0.0061,0,0,0,0.0121,0.0242,0,0.7388,-0.0609,1.1322,-0.0496,-0.0357,-0.0603,1.6144,0.2354,-0.0252,0.3428,-0.0683
4732,3/28/2014,Rocha 2014 Buenos Aires Short Duration CSL Training Team 1,Buenos Aires,14,0,25.80907,0,1,0,1,1,0,0,1,10,11,13,10,NA,NA,NA,21/03/2014,25/03/2014,1156.00,4,0.01,0.121107266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
4733,3/28/2014,Rocha 2014 Buenos Aires Short Duration CSL Training Team 1,Buenos Aires,14,0,25.80907,0,1,0,1,1,0,0,1,10,11,13,10,NA,NA,NA,21/03/2014,19/12/2014,1156.00,273,0.75,0.121107266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
4734,3/28/2014,Rocha 2014 Buenos Aires Short Duration CSL Training Team 1,Buenos Aires,14,0,25.80907,0,1,0,1,1,0,0,1,10,11,13,10,3,3,3,21/03/2014,15/09/2014,1156.00,178,0.49,0.121107266,0,1,0,0,0,1,2,0,50,0,0.0061,0,0,0,0.0061,0.0121,0,0.3028,-0.0609,1.1322,-0.0496,-0.0357,-0.0603,0.3692,0.0666,-0.0252,0.0587,-0.0683
4736,3/28/2014,Rocha 2014 Buenos Aires Short Duration CSL Training Team 1,Buenos Aires,14,0,25.80907,0,1,0,1,1,0,0,1,10,11,13,10,NA,NA,NA,21/03/2014,27/03/2014,1156.00,6,0.02,0.121107266,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0.0061,0,0,0.0727,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.0913,-0.0683
4737,3/28/2014,Rocha 2014 Buenos Aires Short Duration CSL Training Team 1,Buenos Aires,14,0,25.80907,0,1,0,1,1,0,0,1,10,11,13,10,NA,NA,NA,21/03/2014,16/05/2014,1156.00,56,0.15,0.121107266,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0.0061,0,0,0.0363,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.115,-0.0683
4750,3/30/2014,Li filler team 1,Guangzhou,3,0.21314,22.02239,1,1,1,1,1,1,1,0,11,11,18,11,NA,NA,NA,23/03/2014,26/03/2014,1154.00,3,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
4754,3/30/2014,Li filler team 1,Guangzhou,3,0.21314,22.02239,1,1,1,1,1,1,1,0,11,11,18,11,NA,NA,NA,23/03/2014,23/03/2014,1154.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
4756,3/30/2014,Li filler team 1,Guangzhou,3,0.21314,22.02239,1,1,1,1,1,1,1,0,11,11,18,11,NA,NA,NA,23/03/2014,23/03/2014,1154.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
2074,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,28/08/2013,16/10/2013,1361.00,49,0.13,0.048611111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
4781,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,25/03/2014,08/07/2014,1152.00,105,0.29,0.048611111,1,2,12,2,0,2,0,0,131,0.0061,0.0122,0.0729,0.0122,0,0.0122,0,0,0.796,1.2328,2.3302,14.5221,11.4763,-0.0603,1.6144,-0.1023,-0.0252,0.3784,1.2863
4782,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,2,2,2,25/03/2014,08/10/2015,1152.00,562,1.54,0.048611111,0,0,0,0,0,2,10,0,234,0,0,0,0,0,0.0122,0.0608,0,1.4219,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,1.6144,0.7419,-0.0252,0.7849,-0.0683
4783,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,25/03/2014,10/04/2016,1152.00,747,2.05,0.048611111,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0.0061,0,0,0.0486,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1071,-0.0683
4784,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,25/03/2014,10/04/2014,1152.00,16,0.04,0.048611111,0,0,0,0,0,2,0,0,34,0,0,0,0,0,0.0122,0,0,0.2066,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,1.6144,-0.1023,-0.0252,-0.0045,-0.0683
4785,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,25/03/2014,17/07/2014,1152.00,114,0.31,0.048611111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
4786,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,25/03/2014,02/04/2014,1152.00,8,0.02,0.048611111,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0.0061,0,0,0.0486,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1071,-0.0683
4788,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,25/03/2014,05/04/2014,1152.00,11,0.03,0.048611111,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0.0061,0,0,0.0486,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1071,-0.0683
4789,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,25/03/2014,30/05/2014,1152.00,66,0.18,0.048611111,0,0,0,0,0,2,0,0,36,0,0,0,0,0,0.0122,0,0,0.2188,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,1.6144,-0.1023,-0.0252,0.0034,-0.0683
4790,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,25/03/2014,25/03/2014,1152.00,0,0,0.048611111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
4791,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,25/03/2014,07/04/2014,1152.00,13,0.04,0.048611111,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0.0061,0,0,0.0851,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.0834,-0.0683
4793,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,25/03/2014,07/04/2014,1152.00,13,0.04,0.048611111,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0.0061,0,0,0.0608,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.0992,-0.0683
4794,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,25/03/2014,07/04/2014,1152.00,13,0.04,0.048611111,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0.0061,0,0,0.0122,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1308,-0.0683
4795,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,25/03/2014,04/04/2014,1152.00,10,0.03,0.048611111,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0.0061,0,0,0.0608,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.0992,-0.0683
4796,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,25/03/2014,07/04/2014,1152.00,13,0.04,0.048611111,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0.0061,0,0,0.0486,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1071,-0.0683
4797,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,25/03/2014,31/03/2014,1152.00,6,0.02,0.048611111,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0.0061,0,0,0.0729,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.0913,-0.0683
4803,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,26/03/2014,10/04/2014,1151.00,15,0.04,0.048611111,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0.0061,0,0,0.0851,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.0834,-0.0683
5002,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,08/04/2014,08/04/2014,1138.00,0,0,0.048611111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
5031,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,08/04/2014,02/07/2014,1138.00,85,0.23,0.048611111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
5032,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,08/04/2014,10/07/2014,1138.00,93,0.25,0.048611111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
5041,04/08/2014,Biggs 2014 Chester Short Duration CSL training Team 1,Leeds,21,0,9.98678,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,10/04/2014,26/05/2014,1136.00,46,0.13,0.048611111,0,1,4,0,1,2,1,0,134,0,0.0062,0.0246,0,0.0062,0.0123,0.0062,0,0.8257,-0.0609,1.1322,4.8076,-0.0357,2.8259,1.6144,-0.0178,-0.0252,0.3902,-0.0683
3950,04/09/2014,Biggs 2014 Birmingham Short Duration CSL Training Team 1,Leeds,15,0.02174,0.47564,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,28/01/2014,28/01/2014,1208.00,0,0,0.073426573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
4868,04/09/2014,Biggs 2014 Birmingham Short Duration CSL Training Team 1,Leeds,15,0.02174,0.47564,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,02/04/2014,02/04/2014,1144.00,0,0,0.073426573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
4869,04/09/2014,Biggs 2014 Birmingham Short Duration CSL Training Team 1,Leeds,15,0.02174,0.47564,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,02/04/2014,13/08/2015,1144.00,498,1.36,0.073426573,0,0,2,2,0,1,0,0,44,0,0,0.0122,0.0122,0,0.0061,0,0,0.2692,-0.0609,-0.0658,2.379,11.4763,-0.0603,0.3692,-0.1023,-0.0252,0.035,-0.0683
4871,04/09/2014,Biggs 2014 Birmingham Short Duration CSL Training Team 1,Leeds,15,0.02174,0.47564,1,0,1,1,0,0,0,1,1,1,1,1,2,2,2,02/04/2014,29/08/2014,1144.00,149,0.41,0.073426573,0,0,0,0,0,1,3,0,66,0,0,0,0,0,0.0061,0.0184,0,0.4038,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,0.151,-0.0252,0.1218,-0.0683
4872,04/09/2014,Biggs 2014 Birmingham Short Duration CSL Training Team 1,Leeds,15,0.02174,0.47564,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,02/04/2014,05/04/2014,1144.00,3,0.01,0.073426573,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0.0061,0,0,0.0245,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1229,-0.0683
4874,04/09/2014,Biggs 2014 Birmingham Short Duration CSL Training Team 1,Leeds,15,0.02174,0.47564,1,0,1,1,0,0,0,1,1,1,1,1,2,2,2,02/04/2014,20/05/2015,1144.00,413,1.13,0.073426573,1,0,0,0,0,1,9,0,197,0.0061,0,0,0,0,0.0061,0.0551,0,1.2054,1.2328,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,0.6575,-0.0252,0.6389,1.2958
4875,04/09/2014,Biggs 2014 Birmingham Short Duration CSL Training Team 1,Leeds,15,0.02174,0.47564,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,02/04/2014,07/04/2014,1144.00,5,0.01,0.073426573,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0.0061,0,0,0.0734,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.0913,-0.0683
4876,04/09/2014,Biggs 2014 Birmingham Short Duration CSL Training Team 1,Leeds,15,0.02174,0.47564,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,02/04/2014,02/07/2014,1144.00,91,0.25,0.073426573,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0.0061,0,0,0.0612,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.0992,-0.0683
4877,04/09/2014,Biggs 2014 Birmingham Short Duration CSL Training Team 1,Leeds,15,0.02174,0.47564,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,02/04/2014,10/07/2014,1144.00,99,0.27,0.073426573,0,0,0,0,0,2,0,0,30,0,0,0,0,0,0.0122,0,0,0.1836,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,1.6144,-0.1023,-0.0252,-0.0203,-0.0683
4983,04/09/2014,Biggs 2014 Birmingham Short Duration CSL Training Team 1,Leeds,15,0.02174,0.47564,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,07/04/2014,06/11/2014,1139.00,213,0.58,0.073426573,0,0,0,0,0,2,0,0,36,0,0,0,0,0,0.0123,0,0,0.2212,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,1.6144,-0.1023,-0.0252,0.0034,-0.0683
4997,04/09/2014,Biggs 2014 Birmingham Short Duration CSL Training Team 1,Leeds,15,0.02174,0.47564,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,07/04/2014,04/02/2016,1139.00,668,1.83,0.073426573,0,0,0,0,1,2,0,0,77,0,0,0,0,0.0061,0.0123,0,0,0.4732,-0.0609,-0.0658,-0.0496,-0.0357,2.8259,1.6144,-0.1023,-0.0252,0.1652,-0.0683
4998,04/09/2014,Biggs 2014 Birmingham Short Duration CSL Training Team 1,Leeds,15,0.02174,0.47564,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,07/04/2014,07/04/2014,1139.00,0,0,0.073426573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
4999,04/09/2014,Biggs 2014 Birmingham Short Duration CSL Training Team 1,Leeds,15,0.02174,0.47564,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,07/04/2014,07/04/2014,1139.00,0,0,0.073426573,0,0,0,0,0,3,0,0,52,0,0,0,0,0,0.0184,0,0,0.3196,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,2.8596,-0.1023,-0.0252,0.0665,-0.0683
5000,04/09/2014,Biggs 2014 Birmingham Short Duration CSL Training Team 1,Leeds,15,0.02174,0.47564,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,07/04/2014,10/07/2014,1139.00,94,0.26,0.073426573,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0.0061,0,0,0.0492,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1071,-0.0683
5043,04/09/2014,Biggs 2014 Birmingham Short Duration CSL Training Team 1,Leeds,15,0.02174,0.47564,1,0,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,10/04/2014,10/04/2014,1136.00,0,0,0.073426573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
2815,04/12/2014,Runtunuwu 2014 Jakarta Short Duration CSL Training Team 1,Jakarta,30,0.29761,24.18772,0,1,0,1,1,1,0,0,6,5,5,6,NA,NA,NA,07/10/2013,19/06/2014,1321.00,255,0.7,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0.0053,0,0,0.0424,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,0.3692,-0.1023,-0.0252,-0.1071,-0.0683
2819,04/12/2014,Runtunuwu 2014 Jakarta Short Duration CSL Training Team 1,Jakarta,30,0.29761,24.18772,0,1,0,1,1,1,0,0,6,5,5,6,3,3,3,07/10/2013,31/10/2014,1321.00,389,1.07,0,0,0,0,0,0,4,6,0,184,0,0,0,0,0,0.0212,0.0318,0,0.975,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,4.1048,0.4042,-0.0252,0.5876,-0.0683
4896,04/12/2014,Ho 2014 Hong Kong Short Duration H2O Team 7,Jakarta,15,0.54785,26.23878,0,1,0,1,1,1,0,0,6,5,5,6,NA,NA,NA,02/04/2014,22/07/2014,1144.00,111,0.3,0.223206377,0,0,0,0,0,2,0,0,28,0,0,0,0,0,0.0122,0,0,0.1713,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,1.6144,-0.1023,-0.0252,-0.0282,-0.0683
4954,04/12/2014,Runtunuwu 2014 Jakarta Short Duration CSL Training Team 1,Jakarta,30,0.29761,24.18772,0,1,0,1,1,1,0,0,6,5,5,6,NA,NA,NA,04/04/2014,19/06/2014,1142.00,76,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609,-0.0658,-0.0496,-0.0357,-0.0603,-0.876,-0.1023,-0.0252,-0.1387,-0.0683
