Type,uid,created,Latest,Staff,HWP,Location,HWP,Attendees,Paid,TranTrai,Upload,Time,Bulk,Complex,Task,Online,Team,Self,People,Assign,Coord,TranSamp,WQO,WQC,WQM,WQS
Quiz,3997,31/01/2014,17/02/2016,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,4,1,0
Quiz,4533,05/03/2014,12/03/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4610,11/03/2014,18/03/2014,0,1,Dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4599,10/03/2014,12/01/2015,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,1,1,0
Quiz,4482,03/03/2014,22/03/2014,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,3864,16/01/2014,13/03/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4600,10/03/2014,24/03/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4531,05/03/2014,12/03/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4516,04/03/2014,08/05/2016,0,1,Singapore,1,10.5,0,1,1,2,2,2,2,0,1,0,4.5,1,0,0,NA,3,1,0
Quiz,4604,11/03/2014,11/03/2014,0,1,Dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4574,10/03/2014,28/08/2014,0,1,Shanghai,1,17.27272727,0,1,0,3,3,3,3,0,1,1,5,1,1,0,NA,NA,NA,NA
Quiz,4521,04/03/2014,24/06/2015,0,1,Singapore,1,10.5,0,1,1,2,2,2,2,0,1,0,4.5,1,0,0,NA,2,1,0
Quiz,4523,04/03/2014,11/03/2014,0,1,Singapore,1,10.5,0,1,1,2,2,2,2,0,1,0,4.5,1,0,0,NA,NA,NA,NA
Quiz,4591,10/03/2014,11/03/2014,0,1,Shanghai,1,17.27272727,0,1,0,3,3,3,3,0,1,1,5,1,1,0,NA,NA,NA,NA
Quiz,4597,10/03/2014,19/03/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4573,10/03/2014,10/05/2015,0,1,Shanghai,1,17.27272727,0,1,0,3,3,3,3,0,1,1,5,1,1,0,NA,4,1,0
Quiz,4573,10/03/2014,10/05/2015,0,1,Shanghai,1,17.27272727,0,1,0,3,3,3,3,0,1,1,5,1,1,0,NA,4,1,0
Quiz,4521,04/03/2014,24/06/2015,0,1,Singapore,1,10.5,0,1,1,2,2,2,2,0,1,0,4.5,1,0,0,NA,2,1,0
Quiz,3864,16/01/2014,13/03/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4523,04/03/2014,11/03/2014,0,1,Singapore,1,10.5,0,1,1,2,2,2,2,0,1,0,4.5,1,0,0,NA,NA,NA,NA
Quiz,4478,03/03/2014,12/03/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4531,05/03/2014,12/03/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4482,03/03/2014,22/03/2014,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4597,10/03/2014,19/03/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4622,12/03/2014,15/03/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,2941,15/10/2013,10/05/2017,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,3964,31/01/2014,13/03/2014,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,3994,31/01/2014,16/03/2014,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,4,1,0
Quiz,4413,28/02/2014,10/06/2014,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,3948,28/01/2014,31/12/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0
Quiz,4534,05/03/2014,23/08/2016,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,1,1,0
Quiz,3948,28/01/2014,31/12/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0
Quiz,4518,04/03/2014,12/03/2014,0,1,Singapore,1,10.5,0,1,1,2,2,2,2,0,1,0,4.5,1,0,0,NA,NA,NA,NA
Quiz,2941,15/10/2013,10/05/2017,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,3994,31/01/2014,16/03/2014,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,4,1,0
Quiz,4609,11/03/2014,26/03/2014,0,1,Dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4606,11/03/2014,13/03/2014,0,1,Dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4336,21/02/2014,13/03/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4643,13/03/2014,06/03/2017,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,3,1,0
Quiz,4646,13/03/2014,25/03/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,3,2,0
Quiz,4512,04/03/2014,06/06/2014,0,1,Singapore,1,10.5,0,1,1,2,2,2,2,0,1,0,4.5,1,0,0,NA,NA,NA,NA
Quiz,4386,27/02/2014,30/03/2017,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,1,1,0
Quiz,4612,11/03/2014,09/07/2014,0,1,Dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4605,11/03/2014,13/03/2014,0,1,Dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4643,13/03/2014,06/03/2017,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,3,1,0
Quiz,4606,11/03/2014,13/03/2014,0,1,Dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4605,11/03/2014,13/03/2014,0,1,Dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,3964,31/01/2014,13/03/2014,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4532,05/03/2014,09/10/2016,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,3,1,0
Quiz,4635,13/03/2014,18/03/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4522,04/03/2014,22/07/2014,0,1,Singapore,1,10.5,0,1,1,2,2,2,2,0,1,0,4.5,1,0,0,NA,NA,NA,NA
Quiz,4525,05/03/2014,15/07/2015,0,1,Singapore,1,10.5,0,1,1,2,2,2,2,0,1,0,4.5,1,0,0,NA,NA,NA,NA
Quiz,4517,04/03/2014,14/03/2014,0,1,Singapore,1,10.5,0,1,1,2,2,2,2,0,1,0,4.5,1,0,0,NA,NA,NA,NA
Quiz,4584,10/03/2014,04/07/2014,0,1,Shanghai,1,17.27272727,0,1,0,3,3,3,3,0,1,1,5,1,1,0,NA,2,2,0
Quiz,4269,17/02/2014,05/10/2014,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4678,14/03/2014,06/02/2015,1,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Quiz,4586,10/03/2014,14/03/2014,0,1,Shanghai,1,17.27272727,0,1,0,3,3,3,3,0,1,1,5,1,1,0,NA,NA,NA,NA
Quiz,332,06/03/2013,03/05/2017,1,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,2,2,0
Quiz,4657,14/03/2014,19/03/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4627,12/03/2014,04/06/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4001,31/01/2014,26/03/2014,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,4,1,0
Quiz,4001,31/01/2014,26/03/2014,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,4,1,0
Quiz,4658,14/03/2014,19/03/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4261,17/02/2014,16/03/2014,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4625,12/03/2014,23/01/2016,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,3,1,0
Quiz,4625,12/03/2014,23/01/2016,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,3,1,0
Quiz,2299,09/09/2013,08/02/2015,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,3,1,0
Quiz,4669,14/03/2014,23/03/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4659,14/03/2014,19/03/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4626,12/03/2014,19/03/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4682,17/03/2014,17/03/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4668,14/03/2014,16/12/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4644,13/03/2014,16/03/2017,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,4,1,0
Quiz,4668,14/03/2014,16/12/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4645,13/03/2014,25/07/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4641,13/03/2014,20/03/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,3995,31/01/2014,02/04/2014,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,3,1,0
Quiz,4635,13/03/2014,18/03/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,414,14/03/2013,17/02/2015,0,1,Paris,1,19.07142857,1,0,0,2,2,2,2,0,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4610,11/03/2014,18/03/2014,0,1,Dehli,1,NA,NA,NA,NA,4,5,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4614,11/03/2014,25/04/2014,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,3995,31/01/2014,02/04/2014,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,3,1,0
Quiz,3995,31/01/2014,02/04/2014,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,3,1,0
Quiz,4643,13/03/2014,06/03/2017,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,3,1,0
Quiz,4646,13/03/2014,25/03/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,3,2,0
Quiz,3995,31/01/2014,02/04/2014,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,3,1,0
Quiz,4688,19/03/2014,10/07/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4644,13/03/2014,16/03/2017,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,4,1,0
Quiz,4688,19/03/2014,10/07/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4724,21/03/2014,25/03/2014,0,1,Buenos Aires,1,17.66666667,0,0,1,10,11,13,10,0,1,1,3.333333333,1,1,0,NA,NA,NA,NA
Quiz,4726,21/03/2014,22/07/2014,0,1,Buenos Aires,1,17.66666667,0,0,1,10,11,13,10,0,1,1,3.333333333,1,1,0,NA,2,2,0
Quiz,4729,21/03/2014,18/12/2014,0,1,Buenos Aires,1,17.66666667,0,0,1,10,11,13,10,0,1,1,3.333333333,1,1,0,NA,1,2,0
Quiz,4708,21/03/2014,21/03/2014,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4716,21/03/2014,22/07/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4709,21/03/2014,01/04/2014,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Quiz,4411,28/02/2014,12/02/2015,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4411,28/02/2014,12/02/2015,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4709,21/03/2014,01/04/2014,0,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,4,1,0
Quiz,4751,23/03/2014,30/07/2014,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA
Quiz,4767,23/03/2014,30/07/2014,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA
Quiz,4201,17/02/2014,22/05/2014,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4749,23/03/2014,25/03/2014,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA
Quiz,4734,21/03/2014,15/09/2014,0,1,Buenos Aires,1,17.66666667,0,0,1,10,11,13,10,0,1,1,3.333333333,1,1,0,NA,1,1,0
Quiz,3810,14/01/2014,03/05/2017,1,0,Blitz Trained,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3,1,0
Quiz,4749,23/03/2014,25/03/2014,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA
Quiz,3810,14/01/2014,03/05/2017,1,0,Blitz Trained,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3,1,0
Quiz,1627,09/07/2013,10/05/2017,1,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,3,1,0
Quiz,4199,17/02/2014,30/03/2014,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,0
Quiz,4007,31/01/2014,14/04/2014,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,NA,NA,NA
Quiz,3999,31/01/2014,10/04/2014,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,4,1,0
Quiz,3810,14/01/2014,03/05/2017,1,0,Blitz Trained,0,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,3,1,0
Quiz,4823,26/03/2014,11/11/2014,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,2,2,0
Quiz,4817,26/03/2014,05/09/2016,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,1,1,0
Quiz,4788,25/03/2014,05/04/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4821,26/03/2014,03/11/2015,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,3,1,0
Quiz,4784,25/03/2014,10/04/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4789,25/03/2014,30/05/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4805,26/03/2014,20/06/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4744,23/03/2014,26/03/2014,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA
Quiz,4745,23/03/2014,26/03/2014,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA
Quiz,4805,26/03/2014,20/06/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4776,24/03/2014,26/03/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,3991,31/01/2014,14/04/2014,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,NA,NA,NA
Quiz,4821,26/03/2014,03/11/2015,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,3,1,0
Quiz,4723,21/03/2014,13/12/2016,0,1,Buenos Aires,1,17.66666667,0,0,1,10,11,13,10,0,1,1,3.333333333,1,1,0,NA,1,1,0
Quiz,4809,26/03/2014,29/01/2015,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,1,2,0
Quiz,4781,25/03/2014,08/07/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4200,17/02/2014,27/03/2014,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4736,21/03/2014,27/03/2014,0,1,Buenos Aires,1,17.66666667,0,0,1,10,11,13,10,0,1,1,3.333333333,1,1,0,NA,NA,NA,NA
Quiz,4816,26/03/2014,23/02/2015,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,1,1,0
Quiz,4702,21/03/2014,27/03/2014,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4702,21/03/2014,27/03/2014,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4702,21/03/2014,27/03/2014,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4000,31/01/2014,14/04/2014,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,NA,NA,NA
Quiz,4772,24/03/2014,28/03/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,2135,03/09/2013,26/01/2015,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4773,24/03/2014,27/06/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4773,24/03/2014,27/06/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4772,24/03/2014,28/03/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,3350,04/11/2013,06/01/2017,1,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,3,1,0
Quiz,4773,24/03/2014,27/06/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,3998,31/01/2014,10/04/2014,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,NA,NA,NA
Quiz,4002,31/01/2014,14/04/2014,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,4,1,0
Quiz,4747,23/03/2014,30/07/2014,0,1,Guangzhou,1,25.76190476,1,1,1,11,11,18,11,0,1,0,10,1,0,1,NA,NA,NA,NA
Quiz,4803,26/03/2014,10/04/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4843,31/03/2014,26/07/2015,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,1,1,0
Quiz,4320,20/02/2014,17/05/2014,0,0,UAE,0,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4782,25/03/2014,08/10/2015,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,1,1,0
Quiz,4844,31/03/2014,09/11/2014,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,1,1,0
Quiz,4797,25/03/2014,31/03/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4839,31/03/2014,12/06/2014,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,NA,NA
Quiz,332,06/03/2013,03/05/2017,1,1,London,1,NA,NA,NA,NA,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,2,2,0
Quiz,4839,31/03/2014,12/06/2014,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,NA,NA,NA
Quiz,4869,02/04/2014,13/08/2015,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4871,02/04/2014,29/08/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,3,1,0
Quiz,4786,25/03/2014,02/04/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4874,02/04/2014,20/05/2015,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,2,1,0
Quiz,3199,24/10/2013,06/10/2015,1,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,2,1,0
Quiz,4004,31/01/2014,03/04/2014,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,4,1,0
Quiz,4818,26/03/2014,10/05/2015,0,1,Curitiba,1,19.57142857,0,1,1,7,7,7,9,0,1,1,3.5,1,1,0,NA,1,1,0
Quiz,4943,03/04/2014,03/04/2014,0,1,Buffalo,1,19.625,1,0,0,4,2,2,5,0,1,1,2.5,1,0,0,NA,NA,NA,NA
Quiz,4877,02/04/2014,10/07/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4932,03/04/2014,30/04/2014,0,1,Buffalo,1,19.625,1,0,0,4,2,2,5,0,1,1,2.5,1,0,0,NA,NA,NA,NA
Quiz,4914,02/04/2014,25/07/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quiz,4933,03/04/2014,11/09/2016,0,1,Buffalo,1,19.625,1,0,0,4,2,2,5,0,1,1,2.5,1,0,0,NA,2,1,0
Quiz,4930,03/04/2014,03/03/2015,0,1,Buffalo,1,19.625,1,0,0,4,2,2,5,0,1,1,2.5,1,0,0,NA,1,1,0
Quiz,4948,03/04/2014,10/07/2014,0,1,Buffalo,1,19.625,1,0,0,4,2,2,5,0,1,1,2.5,1,0,0,NA,NA,NA,NA
Quiz,1195,15/05/2013,26/11/2014,0,1,Mexico City,1,19.5,0,1,0,4,3,4,5,0,1,0,4,1,1,1,NA,3,1,0
Quiz,4946,03/04/2014,03/04/2014,0,1,Buffalo,1,19.625,1,0,0,4,2,2,5,0,1,1,2.5,1,0,0,NA,NA,NA,NA
Quiz,4943,03/04/2014,03/04/2014,0,1,Buffalo,1,19.625,1,0,0,4,2,2,5,0,1,1,2.5,1,0,0,NA,NA,NA,NA
Quiz,4968,04/04/2014,19/06/2014,0,1,Jakarta,1,19.16666667,0,1,0,6,5,5,6,0,1,1,6.916666667,1,0,0,NA,NA,NA,NA
Quiz,4941,03/04/2014,04/04/2014,0,1,Buffalo,1,19.625,1,0,0,4,2,2,5,0,1,1,2.5,1,0,0,NA,NA,NA,NA
Quiz,4795,25/03/2014,04/04/2014,0,1,Leeds,1,9.4,1,0,0,1,1,1,1,1,0,0,1,0,1,0,NA,NA,NA,NA
Quiz,4294,18/02/2014,22/07/2014,0,0,FWW,0,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
