uid,TrainingDate,Code,Protocol,Country,TrainTeam,Rainfall,Temp,Paid,Team,Self,People,Assign,TranTrai,Coord,Upload,Time,Bulk,Complex,Task,WQO,WQC,WQM,created,Latest,ToNow,ActivePeriod,Years,MaxSamp,PeriodSamp,TeamPoints,Blog,Comment,Invite,InviteAccepted,Pres,Quiz,Sample,Share,Points,BlogTime,CommTime,InvTime,InviteATime,PresTime,QuizTime,SampTime,ShareTime,PointsTime,BlogTimeZ,CommTimeZ,InvTimeZ,InviteATimeZ,PresTimeZ,QuizTimeZ,SampTimeZ,ShareTimeZ,PointsTimeZ,BlogTimeZZ
2140,14/09/2013,Shanghai41531,Shanghai,China,18,0.01,24.34,0,1,0,1,1,1,0,1,3,3,3,3,NA,NA,NA,04/09/2013,24/10/2013,1354,50,0.14,NA,NA,0.06225,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
2141,14/09/2013,Shanghai41531,Shanghai,China,18,0.01,24.34,0,1,0,1,1,1,0,1,3,3,3,3,NA,NA,NA,04/09/2013,23/07/2014,1354,322,0.88,NA,NA,0.06225,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
2142,14/09/2013,Shanghai41531,Shanghai,China,18,0.01,24.34,0,1,0,1,1,1,0,1,3,3,3,3,NA,NA,NA,04/09/2013,24/10/2013,1354,50,0.14,NA,NA,0.06225,0,0,0,0,0,1,0,0,12,0.00000,0.00000,0.00000,0.00000,0.00000,0.00517,0.00000,0.00000,0.06204,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.09134,-0.06833
2145,14/09/2013,Shanghai41531,Shanghai,China,18,0.01,24.34,0,1,0,1,1,1,0,1,3,3,3,3,3,3,3,04/09/2013,03/01/2014,1354,121,0.33,03/01/2014,1354,0.06225,0,0,0,0,0,2,2,0,96,0.00000,0.00000,0.00000,0.00000,0.00000,0.01034,0.01034,0.00000,0.49631,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,0.06657,-0.02518,0.24022,-0.06833
2146,14/09/2013,Shanghai41531,Shanghai,China,18,0.01,24.34,0,1,0,1,1,1,0,1,3,3,3,3,NA,NA,NA,04/09/2013,24/10/2013,1354,50,0.14,NA,NA,0.06225,0,0,0,0,0,1,0,0,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00517,0.00000,0.00000,0.04136,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.10713,-0.06833
2147,14/09/2013,Shanghai41531,Shanghai,China,18,0.01,24.34,0,1,0,1,1,1,0,1,3,3,3,3,3,3,3,04/09/2013,16/12/2013,1354,103,0.28,16/12/2013,1354,0.06225,0,0,0,0,0,2,1,0,56,0.00000,0.00000,0.00000,0.00000,0.00000,0.01034,0.00517,0.00000,0.28951,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,-0.01784,-0.02518,0.08233,-0.06833
2148,14/09/2013,Shanghai41531,Shanghai,China,18,0.01,24.34,0,1,0,1,1,1,0,1,3,3,3,3,3,3,3,04/09/2013,16/12/2013,1354,103,0.28,01/11/2013,1354,0.06225,0,0,0,0,0,3,1,0,72,0.00000,0.00000,0.00000,0.00000,0.00000,0.01551,0.00517,0.00000,0.37223,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,2.85962,-0.01784,-0.02518,0.14549,-0.06833
2150,14/09/2013,Shanghai41531,Shanghai,China,18,0.01,24.34,0,1,0,1,1,1,0,1,3,3,3,3,3,3,3,04/09/2013,26/04/2014,1354,234,0.64,26/04/2014,1354,0.06225,1,0,4,1,0,2,4,0,154,0.00517,0.00000,0.02068,0.00517,0.00000,0.01034,0.02068,0.00000,0.79616,1.23280,-0.06577,4.80761,5.72028,-0.06035,1.61442,0.23540,-0.02518,0.46915,1.08419
2151,14/09/2013,Shanghai41531,Shanghai,China,18,0.01,24.34,0,1,0,1,1,1,0,1,3,3,3,3,NA,NA,NA,04/09/2013,20/11/2013,1354,77,0.21,NA,NA,0.06225,0,0,0,0,0,3,0,0,48,0.00000,0.00000,0.00000,0.00000,0.00000,0.01551,0.00000,0.00000,0.24815,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,2.85962,-0.10226,-0.02518,0.05076,-0.06833
2152,14/09/2013,Shanghai41531,Shanghai,China,18,0.01,24.34,0,1,0,1,1,1,0,1,3,3,3,3,NA,NA,NA,04/09/2013,24/10/2013,1354,50,0.14,NA,NA,0.06225,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
2153,14/09/2013,Shanghai41531,Shanghai,China,18,0.01,24.34,0,1,0,1,1,1,0,1,3,3,3,3,NA,NA,NA,04/09/2013,24/10/2013,1354,50,0.14,NA,NA,0.06225,0,0,0,0,0,2,0,0,32,0.00000,0.00000,0.00000,0.00000,0.00000,0.01034,0.00000,0.00000,0.16544,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,-0.10226,-0.02518,-0.01240,-0.06833
2154,14/09/2013,Shanghai41531,Shanghai,China,18,0.01,24.34,0,1,0,1,1,1,0,1,3,3,3,3,4,4,4,04/09/2013,02/07/2014,1354,301,0.82,15/06/2014,1354,0.06225,0,0,0,0,0,2,2,0,72,0.00000,0.00000,0.00000,0.00000,0.00000,0.01034,0.01034,0.00000,0.37223,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,0.06657,-0.02518,0.14549,-0.06833
2155,14/09/2013,Shanghai41531,Shanghai,China,18,0.01,24.34,0,1,0,1,1,1,0,1,3,3,3,3,NA,NA,NA,04/09/2013,24/10/2013,1354,50,0.14,NA,NA,0.06225,0,0,0,0,0,1,0,0,12,0.00000,0.00000,0.00000,0.00000,0.00000,0.00517,0.00000,0.00000,0.06204,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.09134,-0.06833
2177,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,05/09/2013,24/10/2013,1353,49,0.13,NA,NA,0.06208,0,0,0,0,0,1,0,0,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00517,0.00000,0.00000,0.04139,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.10713,-0.06833
2178,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,1,1,1,05/09/2013,12/05/2014,1353,249,0.68,13/11/2013,1353,0.06208,0,0,0,0,0,3,1,0,68,0.00000,0.00000,0.00000,0.00000,0.00000,0.01552,0.00517,0.00000,0.35181,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,2.85962,-0.01784,-0.02518,0.12970,-0.06833
2179,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,05/09/2013,07/11/2013,1353,63,0.17,NA,NA,0.06208,0,0,0,0,0,2,0,0,32,0.00000,0.00000,0.00000,0.00000,0.00000,0.01035,0.00000,0.00000,0.16556,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,-0.10226,-0.02518,-0.01240,-0.06833
2181,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,05/09/2013,12/01/2014,1353,129,0.35,NA,NA,0.06208,0,0,0,0,0,1,0,0,12,0.00000,0.00000,0.00000,0.00000,0.00000,0.00517,0.00000,0.00000,0.06208,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.09134,-0.06833
2182,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,05/09/2013,23/11/2013,1353,79,0.22,NA,NA,0.06208,0,0,0,0,0,2,0,0,28,0.00000,0.00000,0.00000,0.00000,0.00000,0.01035,0.00000,0.00000,0.14486,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,-0.10226,-0.02518,-0.02818,-0.06833
2183,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,05/09/2013,24/10/2013,1353,49,0.13,NA,NA,0.06208,0,0,0,0,0,1,0,0,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00517,0.00000,0.00000,0.04139,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.10713,-0.06833
2184,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,05/09/2013,19/11/2013,1353,75,0.21,NA,NA,0.06208,0,0,0,0,0,1,0,0,12,0.00000,0.00000,0.00000,0.00000,0.00000,0.00517,0.00000,0.00000,0.06208,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.09134,-0.06833
2185,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,05/09/2013,24/10/2013,1353,49,0.13,NA,NA,0.06208,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
2186,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,4,4,4,05/09/2013,16/09/2014,1353,376,1.03,13/09/2014,1353,0.06208,0,0,0,0,0,2,17,0,374,0.00000,0.00000,0.00000,0.00000,0.00000,0.01035,0.08795,0.00000,1.93496,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,1.33282,-0.02518,1.33750,-0.06833
2187,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,3,3,3,05/09/2013,13/10/2014,1353,403,1.1,13/10/2014,1353,0.06208,0,0,0,0,0,2,17,0,374,0.00000,0.00000,0.00000,0.00000,0.00000,0.01035,0.08795,0.00000,1.93496,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,1.33282,-0.02518,1.33750,-0.06833
2188,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,05/09/2013,29/10/2013,1353,54,0.15,NA,NA,0.06208,0,0,0,0,0,2,0,0,30,0.00000,0.00000,0.00000,0.00000,0.00000,0.01035,0.00000,0.00000,0.15521,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,-0.10226,-0.02518,-0.02029,-0.06833
2189,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,05/09/2013,24/10/2013,1353,49,0.13,NA,NA,0.06208,0,0,0,0,0,1,0,0,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00517,0.00000,0.00000,0.04139,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.10713,-0.06833
2190,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,05/09/2013,15/12/2015,1353,831,2.28,NA,NA,0.06208,0,0,0,0,0,1,0,0,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00517,0.00000,0.00000,0.04139,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.10713,-0.06833
2191,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,05/09/2013,19/11/2013,1353,75,0.21,NA,NA,0.06208,0,0,0,0,0,2,0,0,32,0.00000,0.00000,0.00000,0.00000,0.00000,0.01035,0.00000,0.00000,0.16556,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,-0.10226,-0.02518,-0.01240,-0.06833
2192,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,05/09/2013,16/10/2014,1353,406,1.11,NA,NA,0.06208,0,0,0,0,0,1,0,0,12,0.00000,0.00000,0.00000,0.00000,0.00000,0.00517,0.00000,0.00000,0.06208,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.09134,-0.06833
2193,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,05/09/2013,24/10/2013,1353,49,0.13,NA,NA,0.06208,0,0,0,0,0,1,0,0,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00517,0.00000,0.00000,0.04139,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.10713,-0.06833
2194,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,05/09/2013,24/10/2013,1353,49,0.13,NA,NA,0.06208,0,0,0,0,0,1,0,0,12,0.00000,0.00000,0.00000,0.00000,0.00000,0.00517,0.00000,0.00000,0.06208,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.09134,-0.06833
2195,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,05/09/2013,24/10/2013,1353,49,0.13,NA,NA,0.06208,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
2197,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,05/09/2013,19/11/2013,1353,75,0.21,NA,NA,0.06208,0,0,0,0,0,2,0,0,36,0.00000,0.00000,0.00000,0.00000,0.00000,0.01035,0.00000,0.00000,0.18625,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,-0.10226,-0.02518,0.00339,-0.06833
2198,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,05/09/2013,24/10/2013,1353,49,0.13,NA,NA,0.06208,0,0,0,0,0,1,0,0,12,0.00000,0.00000,0.00000,0.00000,0.00000,0.00517,0.00000,0.00000,0.06208,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.09134,-0.06833
2199,14/09/2013,Hong Kong41531,Hong Kong,China,23,0.03,25.97,0,1,0,1,1,1,1,0,9,9,9,11,NA,NA,NA,05/09/2013,24/10/2013,1353,49,0.13,NA,NA,0.06208,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
2451,14/09/2013,Shanghai41531,Shanghai,China,18,0.01,24.34,0,1,0,1,1,1,0,1,3,3,3,3,NA,NA,NA,13/09/2013,24/10/2013,1345,41,0.11,NA,NA,0.06225,0,0,0,0,0,1,0,0,12,0.00000,0.00000,0.00000,0.00000,0.00000,0.00520,0.00000,0.00000,0.06245,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.09134,-0.06833
2175,17/09/2013,Paris41534,Paris,France,18,0.65,14.02,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,05/09/2013,20/11/2013,1353,76,0.21,NA,NA,0.05721,0,0,0,0,0,1,0,0,18,0.00000,0.00000,0.00000,0.00000,0.00000,0.00517,0.00000,0.00000,0.09313,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.06766,-0.06833
2407,17/09/2013,Paris41534,Paris,France,18,0.65,14.02,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,24/10/2013,1346,42,0.12,NA,NA,0.05721,0,0,0,0,0,1,0,0,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00520,0.00000,0.00000,0.01040,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.13081,-0.06833
2408,17/09/2013,Paris41534,Paris,France,18,0.65,14.02,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,24/10/2013,1346,42,0.12,NA,NA,0.05721,0,0,0,0,0,1,0,0,16,0.00000,0.00000,0.00000,0.00000,0.00000,0.00520,0.00000,0.00000,0.08321,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.07555,-0.06833
2411,17/09/2013,Paris41534,Paris,France,18,0.65,14.02,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,16/12/2013,1346,95,0.26,NA,NA,0.05721,0,0,0,0,0,1,0,0,20,0.00000,0.00000,0.00000,0.00000,0.00000,0.00520,0.00000,0.00000,0.10401,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.05976,-0.06833
2412,17/09/2013,Paris41534,Paris,France,18,0.65,14.02,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,21/11/2013,1346,70,0.19,NA,NA,0.05721,0,0,0,0,0,1,0,0,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00520,0.00000,0.00000,0.04160,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.10713,-0.06833
2413,17/09/2013,Paris41534,Paris,France,18,0.65,14.02,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,19/11/2013,1346,68,0.19,NA,NA,0.05721,0,0,0,0,0,1,0,0,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00520,0.00000,0.00000,0.01040,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.13081,-0.06833
2414,17/09/2013,Paris41534,Paris,France,18,0.65,14.02,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,24/10/2013,1346,42,0.12,NA,NA,0.05721,0,0,0,0,0,1,0,0,10,0.00000,0.00000,0.00000,0.00000,0.00000,0.00520,0.00000,0.00000,0.05201,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.09923,-0.06833
2415,17/09/2013,Paris41534,Paris,France,18,0.65,14.02,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,24/10/2013,1346,42,0.12,NA,NA,0.05721,0,0,0,0,0,2,0,0,36,0.00000,0.00000,0.00000,0.00000,0.00000,0.01040,0.00000,0.00000,0.18722,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,-0.10226,-0.02518,0.00339,-0.06833
2416,17/09/2013,Paris41534,Paris,France,18,0.65,14.02,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,20/11/2013,1346,69,0.19,NA,NA,0.05721,0,0,0,0,0,1,0,0,12,0.00000,0.00000,0.00000,0.00000,0.00000,0.00520,0.00000,0.00000,0.06241,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.09134,-0.06833
2417,17/09/2013,Paris41534,Paris,France,18,0.65,14.02,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,01/09/2014,1346,354,0.97,NA,NA,0.05721,0,0,0,0,0,2,0,0,36,0.00000,0.00000,0.00000,0.00000,0.00000,0.01040,0.00000,0.00000,0.18722,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,-0.10226,-0.02518,0.00339,-0.06833
2418,17/09/2013,Paris41534,Paris,France,18,0.65,14.02,1,0,1,1,0,0,0,1,2,2,2,2,3,3,3,12/09/2013,24/07/2014,1346,315,0.86,24/07/2014,1346,0.05721,0,0,0,0,0,1,1,0,22,0.00000,0.00000,0.00000,0.00000,0.00000,0.00520,0.00520,0.00000,0.11441,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.01784,-0.02518,-0.05187,-0.06833
2419,17/09/2013,Paris41534,Paris,France,18,0.65,14.02,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,01/04/2014,1346,201,0.55,NA,NA,0.05721,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
2420,17/09/2013,Paris41534,Paris,France,18,0.65,14.02,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,24/10/2013,1346,42,0.12,NA,NA,0.05721,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
2421,17/09/2013,Paris41534,Paris,France,18,0.65,14.02,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,24/10/2013,1346,42,0.12,NA,NA,0.05721,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
2422,17/09/2013,Paris41534,Paris,France,18,0.65,14.02,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,24/10/2013,1346,42,0.12,NA,NA,0.05721,0,0,0,0,0,1,0,0,6,0.00000,0.00000,0.00000,0.00000,0.00000,0.00520,0.00000,0.00000,0.03120,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.11502,-0.06833
2423,17/09/2013,Paris41534,Paris,France,18,0.65,14.02,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,24/10/2013,1346,42,0.12,NA,NA,0.05721,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
2424,17/09/2013,Paris41534,Paris,France,18,0.65,14.02,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,24/10/2013,1346,42,0.12,NA,NA,0.05721,0,0,0,0,0,1,0,0,12,0.00000,0.00000,0.00000,0.00000,0.00000,0.00520,0.00000,0.00000,0.06241,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.09134,-0.06833
2426,18/09/2013,Paris41535,Paris,France,16,0.36,13.24,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,29/10/2014,1346,412,1.13,NA,NA,0.04160,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
2427,18/09/2013,Paris41535,Paris,France,16,0.36,13.24,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,20/11/2013,1346,69,0.19,NA,NA,0.04160,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
2428,18/09/2013,Paris41535,Paris,France,16,0.36,13.24,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,24/10/2013,1346,42,0.12,NA,NA,0.04160,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
2429,18/09/2013,Paris41535,Paris,France,16,0.36,13.24,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,18/06/2014,1346,279,0.76,NA,NA,0.04160,0,0,0,0,0,1,0,0,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00520,0.00000,0.00000,0.04160,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.10713,-0.06833
2430,18/09/2013,Paris41535,Paris,France,16,0.36,13.24,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,09/12/2015,1346,818,2.24,NA,NA,0.04160,0,0,0,0,0,1,0,0,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00520,0.00000,0.00000,0.04160,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.10713,-0.06833
2431,18/09/2013,Paris41535,Paris,France,16,0.36,13.24,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,19/11/2013,1346,68,0.19,NA,NA,0.04160,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
2432,18/09/2013,Paris41535,Paris,France,16,0.36,13.24,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,24/10/2013,1346,42,0.12,NA,NA,0.04160,0,0,0,0,0,1,0,0,12,0.00000,0.00000,0.00000,0.00000,0.00000,0.00520,0.00000,0.00000,0.06241,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.09134,-0.06833
2433,18/09/2013,Paris41535,Paris,France,16,0.36,13.24,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,01/04/2014,1346,201,0.55,NA,NA,0.04160,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
2434,18/09/2013,Paris41534,Paris,France,18,0.65,14.02,1,0,1,1,0,0,0,1,2,2,2,2,NA,NA,NA,12/09/2013,24/10/2013,1346,42,0.12,NA,NA,0.05721,0,0,0,0,0,2,0,0,28,0.00000,0.00000,0.00000,0.00000,0.00000,0.01040,0.00000,0.00000,0.14562,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,-0.10226,-0.02518,-0.02818,-0.06833
