uid,Date,Code,Protocol,Country,TrainTeam,Rainfall,Temp,Paid,Team,Self,People,Assign,TranTrai,Coord,Upload,Time,Bulk,Complex,Task,WQO,WQC,WQM,Particip,created,Latest,ToNow,ActivePeriod,Years,MaxSamp,PeriodSamp,TeamPoints,Blog,Comment,Invite,InviteAccepted,Pres,Quiz,Sample,Share,Points,BlogTime,CommTime,InvTime,InviteATime,PresTime,QuizTime,SampTime,ShareTime,PointsTime,BlogTimeZ,CommTimeZ,InvTimeZ,InviteATimeZ,PresTimeZ,QuizTimeZ,SampTimeZ,ShareTimeZ,PointsTimeZ,BlogTimeZZ
4135,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,NA,NA,NA,NA,14/02/2014,26/02/2014,1191,12,0.03,NA,NA,0.07641,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
4137,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,NA,NA,NA,NA,14/02/2014,18/02/2014,1191,4,0.01,NA,NA,0.07641,0,0,0,0,0,2,0,0,36,0.00000,0.00000,0.00000,0.00000,0.00000,0.01175,0.00000,0.00000,0.21159,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,-0.10226,-0.02518,0.00339,-0.06833
4138,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,3,3,3,4,14/02/2014,28/06/2014,1191,134,0.37,28/06/2014,1191,0.07641,0,0,0,0,0,1,1,0,28,0.00000,0.00000,0.00000,0.00000,0.00000,0.00588,0.00588,0.00000,0.16457,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.01784,-0.02518,-0.02818,-0.06833
4139,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,NA,NA,NA,NA,14/02/2014,17/02/2014,1191,3,0.01,NA,NA,0.07641,0,0,0,0,0,1,0,0,6,0.00000,0.00000,0.00000,0.00000,0.00000,0.00588,0.00000,0.00000,0.03526,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.11502,-0.06833
4140,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,NA,NA,NA,NA,14/02/2014,17/02/2014,1191,3,0.01,NA,NA,0.07641,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
4142,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,NA,NA,NA,NA,14/02/2014,18/02/2014,1191,4,0.01,NA,NA,0.07641,0,0,0,0,0,1,0,0,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00588,0.00000,0.00000,0.04702,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.10713,-0.06833
4143,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,NA,NA,NA,NA,14/02/2014,20/02/2014,1191,6,0.02,NA,NA,0.07641,0,0,0,0,0,1,0,0,2,0.00000,0.00000,0.00000,0.00000,0.00000,0.00588,0.00000,0.00000,0.01175,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.13081,-0.06833
4144,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,NA,NA,NA,NA,14/02/2014,17/02/2014,1191,3,0.01,NA,NA,0.07641,0,0,0,0,0,1,0,0,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00588,0.00000,0.00000,0.04702,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.10713,-0.06833
4145,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,NA,NA,NA,NA,14/02/2014,17/02/2014,1191,3,0.01,NA,NA,0.07641,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
4146,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,4,4,4,2.5,14/02/2014,29/09/2014,1191,227,0.62,29/09/2014,1191,0.07641,0,0,0,0,0,2,2,0,80,0.00000,0.00000,0.00000,0.00000,0.00000,0.01175,0.01175,0.00000,0.47019,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,0.06657,-0.02518,0.17706,-0.06833
4147,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,NA,NA,NA,NA,14/02/2014,19/02/2014,1191,5,0.01,NA,NA,0.07641,0,0,0,0,0,1,0,0,14,0.00000,0.00000,0.00000,0.00000,0.00000,0.00588,0.00000,0.00000,0.08228,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.08344,-0.06833
4149,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,NA,NA,NA,NA,14/02/2014,20/02/2014,1191,6,0.02,NA,NA,0.07641,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
4152,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,3,3,3,4,14/02/2014,29/06/2014,1191,135,0.37,29/06/2014,1191,0.07641,0,0,0,0,0,3,1,0,64,0.00000,0.00000,0.00000,0.00000,0.00000,0.01763,0.00588,0.00000,0.37615,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,2.85962,-0.01784,-0.02518,0.11391,-0.06833
4153,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,NA,NA,NA,NA,14/02/2014,22/07/2014,1191,158,0.43,NA,NA,0.07641,0,0,0,0,0,1,0,0,16,0.00000,0.00000,0.00000,0.00000,0.00000,0.00588,0.00000,0.00000,0.09404,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.07555,-0.06833
4154,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,NA,NA,NA,NA,14/02/2014,20/02/2014,1191,6,0.02,NA,NA,0.07641,0,0,0,0,0,1,0,0,12,0.00000,0.00000,0.00000,0.00000,0.00000,0.00588,0.00000,0.00000,0.07053,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.09134,-0.06833
4155,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,4,4,4,0.5,14/02/2014,30/05/2015,1191,470,1.29,01/12/2014,1191,0.07641,1,3,0,0,1,3,4,0,195,0.00588,0.01763,0.00000,0.00000,0.00588,0.01763,0.02351,0.00000,1.14610,1.23280,3.52815,-0.04963,-0.03572,2.82588,2.85962,0.23540,-0.02518,0.63098,1.24192
4156,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,3,3,3,4,14/02/2014,20/04/2015,1191,430,1.18,20/04/2015,1191,0.07641,0,0,0,0,0,2,1,0,50,0.00000,0.00000,0.00000,0.00000,0.00000,0.01175,0.00588,0.00000,0.29387,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,-0.01784,-0.02518,0.05865,-0.06833
4157,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,NA,NA,NA,NA,14/02/2014,20/02/2014,1191,6,0.02,NA,NA,0.07641,0,0,0,0,0,1,0,0,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00588,0.00000,0.00000,0.04702,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.10713,-0.06833
4158,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,NA,NA,NA,NA,14/02/2014,20/02/2014,1191,6,0.02,NA,NA,0.07641,0,0,0,0,0,1,0,0,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00588,0.00000,0.00000,0.04702,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.10713,-0.06833
4159,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,3,3,3,1.5,14/02/2014,25/02/2015,1191,376,1.03,17/03/2014,1191,0.07641,0,0,0,0,0,2,1,0,60,0.00000,0.00000,0.00000,0.00000,0.00000,0.01175,0.00588,0.00000,0.35264,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,-0.01784,-0.02518,0.09812,-0.06833
4160,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,NA,NA,NA,NA,14/02/2014,18/02/2014,1191,4,0.01,NA,NA,0.07641,0,0,0,0,0,2,0,0,28,0.00000,0.00000,0.00000,0.00000,0.00000,0.01175,0.00000,0.00000,0.16457,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,-0.10226,-0.02518,-0.02818,-0.06833
4161,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,NA,NA,NA,NA,14/02/2014,25/02/2014,1191,11,0.03,NA,NA,0.07641,0,1,0,0,0,2,0,0,32,0.00000,0.00588,0.00000,0.00000,0.00000,0.01175,0.00000,0.00000,0.18808,-0.06091,1.13220,-0.04963,-0.03572,-0.06035,1.61442,-0.10226,-0.02518,-0.01240,-0.06833
4162,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,NA,NA,NA,NA,14/02/2014,04/06/2014,1191,110,0.3,NA,NA,0.07641,0,1,0,0,0,2,0,0,38,0.00000,0.00588,0.00000,0.00000,0.00000,0.01175,0.00000,0.00000,0.22334,-0.06091,1.13220,-0.04963,-0.03572,-0.06035,1.61442,-0.10226,-0.02518,0.01129,-0.06833
4163,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,NA,NA,NA,NA,14/02/2014,07/04/2015,1191,417,1.14,NA,NA,0.07641,0,0,0,0,0,2,0,0,36,0.00000,0.00000,0.00000,0.00000,0.00000,0.01175,0.00000,0.00000,0.21159,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,-0.10226,-0.02518,0.00339,-0.06833
4164,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,NA,NA,NA,NA,14/02/2014,18/02/2014,1191,4,0.01,NA,NA,0.07641,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
4166,2/21/2014,Kuala Lumpur41691,Kuala Lumpur,Malaysia,28,0.270285988,23.24750845,0,1,1,7.325,1,1,0,1,11,7,10,7,NA,NA,NA,NA,14/02/2014,17/02/2014,1191,3,0.01,NA,NA,0.07641,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
4212,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,NA,NA,NA,NA,17/02/2014,17/02/2014,1188,0,0,NA,NA,0.04714,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
4213,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,NA,NA,NA,NA,17/02/2014,17/02/2014,1188,0,0,NA,NA,0.04714,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
4214,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,NA,NA,NA,NA,17/02/2014,17/02/2014,1188,0,0,NA,NA,0.04714,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
4215,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,NA,NA,NA,NA,17/02/2014,17/02/2014,1188,0,0,NA,NA,0.04714,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
4216,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,NA,NA,NA,NA,17/02/2014,17/02/2014,1188,0,0,NA,NA,0.04714,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
4217,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,NA,NA,NA,NA,17/02/2014,17/02/2014,1188,0,0,NA,NA,0.04714,0,0,0,0,0,2,0,0,28,0.00000,0.00000,0.00000,0.00000,0.00000,0.01178,0.00000,0.00000,0.16498,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,-0.10226,-0.02518,-0.02818,-0.06833
4218,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,NA,NA,NA,NA,17/02/2014,27/02/2014,1188,10,0.03,NA,NA,0.04714,0,0,0,0,0,1,0,0,16,0.00000,0.00000,0.00000,0.00000,0.00000,0.00589,0.00000,0.00000,0.09428,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.07555,-0.06833
4219,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,NA,NA,NA,NA,17/02/2014,17/02/2014,1188,0,0,NA,NA,0.04714,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
4220,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,NA,NA,NA,NA,17/02/2014,20/02/2014,1188,3,0.01,NA,NA,0.04714,0,0,0,0,0,2,0,0,28,0.00000,0.00000,0.00000,0.00000,0.00000,0.01178,0.00000,0.00000,0.16498,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,-0.10226,-0.02518,-0.02818,-0.06833
4221,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,NA,NA,NA,NA,17/02/2014,17/02/2014,1188,0,0,NA,NA,0.04714,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
4222,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,3,3,3,9,17/02/2014,21/03/2014,1188,32,0.09,21/03/2014,1188,0.04714,0,0,0,0,0,2,1,0,56,0.00000,0.00000,0.00000,0.00000,0.00000,0.01178,0.00589,0.00000,0.32997,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,1.61442,-0.01784,-0.02518,0.08233,-0.06833
4223,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,NA,NA,NA,NA,17/02/2014,19/02/2014,1188,2,0.01,NA,NA,0.04714,0,0,0,0,0,1,0,0,12,0.00000,0.00000,0.00000,0.00000,0.00000,0.00589,0.00000,0.00000,0.07071,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.09134,-0.06833
4224,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,NA,NA,NA,NA,17/02/2014,18/02/2014,1188,1,0,NA,NA,0.04714,0,0,0,0,0,1,0,0,12,0.00000,0.00000,0.00000,0.00000,0.00000,0.00589,0.00000,0.00000,0.07071,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.09134,-0.06833
4225,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,NA,NA,NA,NA,17/02/2014,19/02/2014,1188,2,0.01,NA,NA,0.04714,0,0,0,0,0,1,0,0,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00589,0.00000,0.00000,0.04714,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.10713,-0.06833
4226,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,NA,NA,NA,NA,17/02/2014,17/02/2014,1188,0,0,NA,NA,0.04714,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
4227,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,NA,NA,NA,NA,17/02/2014,17/02/2014,1188,0,0,NA,NA,0.04714,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
4228,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,NA,NA,NA,NA,17/02/2014,26/09/2014,1188,221,0.61,NA,NA,0.04714,0,0,0,0,0,1,0,0,16,0.00000,0.00000,0.00000,0.00000,0.00000,0.00589,0.00000,0.00000,0.09428,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.07555,-0.06833
4229,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,NA,NA,NA,NA,17/02/2014,20/02/2014,1188,3,0.01,NA,NA,0.04714,0,0,0,0,0,1,0,0,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00589,0.00000,0.00000,0.04714,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.10713,-0.06833
4230,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,NA,NA,NA,NA,17/02/2014,20/02/2014,1188,3,0.01,NA,NA,0.04714,0,0,0,0,0,1,0,0,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00589,0.00000,0.00000,0.04714,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.10713,-0.06833
4232,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,NA,NA,NA,NA,17/02/2014,18/02/2014,1188,1,0,NA,NA,0.04714,0,0,0,0,0,1,0,0,12,0.00000,0.00000,0.00000,0.00000,0.00000,0.00589,0.00000,0.00000,0.07071,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.09134,-0.06833
4233,2/21/2014,Pune41691,Pune,India,23,0.448921266,22.43806471,0,1,0,4,1,1,0,1,4,5,4,4,NA,NA,NA,NA,17/02/2014,20/02/2014,1188,3,0.01,NA,NA,0.04714,0,0,0,0,0,1,0,0,20,0.00000,0.00000,0.00000,0.00000,0.00000,0.00589,0.00000,0.00000,0.11785,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.05976,-0.06833
4235,2/21/2014,Curitiba41691,Curitiba,Brazil,21,0.169544959,27.45007708,0,1,0,3.5,1,1,0,1,7,7,7,9,2,2,2,4.5,17/02/2014,23/01/2015,1188,340,0.93,23/01/2015,1188,0.49537,0,0,0,0,0,3,4,0,186,0.00000,0.00000,0.00000,0.00000,0.00000,0.01768,0.02357,0.00000,1.09596,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,2.85962,0.23540,-0.02518,0.59545,-0.06833
4236,2/21/2014,Curitiba41691,Curitiba,Brazil,21,0.169544959,27.45007708,0,1,0,3.5,1,1,0,1,7,7,7,9,NA,NA,NA,NA,17/02/2014,23/07/2014,1188,156,0.43,NA,NA,0.49537,0,0,0,0,0,3,0,0,56,0.00000,0.00000,0.00000,0.00000,0.00000,0.01768,0.00000,0.00000,0.32997,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,2.85962,-0.10226,-0.02518,0.08233,-0.06833
4237,2/21/2014,Curitiba41691,Curitiba,Brazil,21,0.169544959,27.45007708,0,1,0,3.5,1,1,0,1,7,7,7,9,NA,NA,NA,NA,17/02/2014,25/02/2014,1188,8,0.02,NA,NA,0.49537,0,0,0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.10226,-0.02518,-0.13870,-0.06833
4238,2/21/2014,Curitiba41691,Curitiba,Brazil,21,0.169544959,27.45007708,0,1,0,3.5,1,1,0,1,7,7,7,9,1,1,1,2.5,17/02/2014,04/07/2016,1188,868,2.38,23/11/2015,1188,0.49537,0,0,3,1,0,3,8,0,246,0.00000,0.00000,0.01768,0.00589,0.00000,0.01768,0.04714,0.00000,1.44949,-0.06091,-0.06577,3.59330,5.72028,-0.06035,2.85962,0.57307,-0.02518,0.83228,-0.06833
4239,2/21/2014,Curitiba41691,Curitiba,Brazil,21,0.169544959,27.45007708,0,1,0,3.5,1,1,0,1,7,7,7,9,2,2,2,1.5,17/02/2014,17/08/2015,1188,546,1.5,17/08/2015,1188,0.49537,0,0,0,0,0,1,4,0,90,0.00000,0.00000,0.00000,0.00000,0.00000,0.00589,0.02357,0.00000,0.53030,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,0.23540,-0.02518,0.21653,-0.06833
4240,2/21/2014,Curitiba41691,Curitiba,Brazil,21,0.169544959,27.45007708,0,1,0,3.5,1,1,0,1,7,7,7,9,1,1,1,1,17/02/2014,17/02/2015,1188,365,1,17/02/2015,1188,0.49537,0,0,0,0,0,3,4,0,128,0.00000,0.00000,0.00000,0.00000,0.00000,0.01768,0.02357,0.00000,0.75421,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,2.85962,0.23540,-0.02518,0.36652,-0.06833
4242,2/21/2014,Curitiba41691,Curitiba,Brazil,21,0.169544959,27.45007708,0,1,0,3.5,1,1,0,1,7,7,7,9,2,2,2,3.5,17/02/2014,17/01/2016,1188,699,1.92,09/11/2015,1188,0.49537,1,0,2,0,0,1,4,0,101,0.00589,0.00000,0.01178,0.00000,0.00000,0.00589,0.02357,0.00000,0.59512,1.23280,-0.06577,2.37899,-0.03572,-0.06035,0.36921,0.23540,-0.02518,0.25995,1.24523
4243,2/21/2014,Curitiba41691,Curitiba,Brazil,21,0.169544959,27.45007708,0,1,0,3.5,1,1,0,1,7,7,7,9,NA,NA,NA,NA,17/02/2014,21/02/2014,1188,4,0.01,NA,NA,0.49537,0,0,0,0,0,1,0,0,8,0.00000,0.00000,0.00000,0.00000,0.00000,0.00589,0.00000,0.00000,0.04714,-0.06091,-0.06577,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.10713,-0.06833
4244,2/21/2014,Curitiba41691,Curitiba,Brazil,21,0.169544959,27.45007708,0,1,0,3.5,1,1,0,1,7,7,7,9,4,4,4,1,17/02/2014,06/08/2014,1188,170,0.47,06/08/2014,1188,0.49537,1,0,0,0,0,0,1,0,25,0.00589,0.00000,0.00000,0.00000,0.00000,0.00000,0.00589,0.00000,0.14731,1.23280,-0.06577,-0.04963,-0.03572,-0.06035,-0.87599,-0.01784,-0.02518,-0.04003,1.24523
4245,2/21/2014,Curitiba41691,Curitiba,Brazil,21,0.169544959,27.45007708,0,1,0,3.5,1,1,0,1,7,7,7,9,NA,NA,NA,NA,17/02/2014,22/07/2014,1188,155,0.42,NA,NA,0.49537,0,1,0,0,0,1,0,0,21,0.00000,0.00589,0.00000,0.00000,0.00000,0.00589,0.00000,0.00000,0.12374,-0.06091,1.13220,-0.04963,-0.03572,-0.06035,0.36921,-0.10226,-0.02518,-0.05581,-0.06833
